Fighter1,Fighter2,F1 Kd,F2 Kd,F2 Str,F1 Str,F1 Td,F2 Td,F1 Sub,F2 Sub,Weight Class,Finish Type,Finish Attack,Finish Round,Finish Time,Fight Bonus,Perf Bonus,Sub Bonus,Ko Bonus,Title Match,Link,Card Link,F1 Link,F2 Link
Eddie Wineland,Takeya Mizugaki,2,0,13,9,0,0,0,0,Bantamweight,KO/TKO,Punches,1,3:04,False,False,False,False,False,http://ufcstats.com/fight-details/ca6d4239726931f9,http://ufcstats.com/event-details/32541eb5d12668b4,http://ufcstats.com/fighter-details/fc9a9559a05f2704,http://ufcstats.com/fighter-details/48e093ea1f43a053
Hector Sandoval,Fredy Serrano,0,0,22,33,2,0,2,0,Flyweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/88c712be47805d63,http://ufcstats.com/event-details/32541eb5d12668b4,http://ufcstats.com/fighter-details/449c890bd90f3374,http://ufcstats.com/fighter-details/0ccab7c889ede9ea
Sultan Aliev,Bojan Velickovic,0,0,22,15,2,0,0,1,Welterweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/1ca4274019680d23,http://ufcstats.com/event-details/32541eb5d12668b4,http://ufcstats.com/fighter-details/e70de1859b7ee78e,http://ufcstats.com/fighter-details/fcce75a25c14a804
Max Holloway,Anthony Pettis,1,0,53,94,2,0,0,0,Featherweight,KO/TKO,Punches,3,4:50,False,True,False,False,True,http://ufcstats.com/fight-details/977a758d869f9e7a,http://ufcstats.com/event-details/6e3282d57d2467a0,http://ufcstats.com/fighter-details/150ff4cc642270b9,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc
Donald Cerrone,Matt Brown,2,1,70,63,0,0,0,1,Welterweight,KO/TKO,Kick,3,0:34,False,False,False,False,False,http://ufcstats.com/fight-details/96404a3b32791c8d,http://ufcstats.com/event-details/6e3282d57d2467a0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/31123249b0bbf52e
Cub Swanson,Dooho Choi,0,0,77,111,2,1,0,0,Featherweight,U-DEC,,3,5:00,True,False,False,False,False,http://ufcstats.com/fight-details/5f0aa841c21f7d30,http://ufcstats.com/event-details/6e3282d57d2467a0,http://ufcstats.com/fighter-details/d247691a6c0e9034,http://ufcstats.com/fighter-details/e93b04e308913c2e
Kelvin Gastelum,Tim Kennedy,1,0,45,62,0,3,0,0,Middleweight,KO/TKO,Punches,3,2:45,False,False,False,False,False,http://ufcstats.com/fight-details/07b98dbf5d2c62a2,http://ufcstats.com/event-details/6e3282d57d2467a0,http://ufcstats.com/fighter-details/8c0580d4fff106c1,http://ufcstats.com/fighter-details/3c660c90d48fc80d
Emil Meek,Jordan Mein,0,0,34,50,1,3,1,0,Welterweight,U-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/761a215d51a0442e,http://ufcstats.com/event-details/6e3282d57d2467a0,http://ufcstats.com/fighter-details/103b06d8707895a9,http://ufcstats.com/fighter-details/2aa49b3766a59bcd
Misha Cirkunov,Nikita Krylov,0,0,16,8,2,1,1,0,Light Heavyweight,SUB,Guillotine Choke,1,4:38,False,False,False,False,False,http://ufcstats.com/fight-details/0af90a49f0ca1879,http://ufcstats.com/event-details/6e3282d57d2467a0,http://ufcstats.com/fighter-details/67f272324a030d00,http://ufcstats.com/fighter-details/1091d4d957141094
Olivier Aubin-Mercier,Drew Dober,0,1,24,27,0,0,1,0,Lightweight,SUB,Rear Naked Choke,2,2:57,False,False,False,False,False,http://ufcstats.com/fight-details/04f27a78e4ffce47,http://ufcstats.com/event-details/6e3282d57d2467a0,http://ufcstats.com/fighter-details/55ee431411ccf07a,http://ufcstats.com/fighter-details/519e4fe37ce9ff75
Viviane Pereira,Valerie Letourneau,0,0,47,25,1,1,0,0,Women's Strawweight,S-DEC,,3,5:00,False,False,False,False,False,http://ufcstats.com/fight-details/ca9804845b010845,http://ufcstats.com/event-details/6e3282d57d2467a0,http://ufcstats.com/fighter-details/d50382dc0565a9e1,http://ufcstats.com/fighter-details/46a2f24feb258ae0
